# Configuration
# N_FOLDS,4
# EPOCHS_PER_TRIAL,5
# EARLY_STOPPING_PATIENCE,3
# INITIAL_POINTS,10
# BO_ITERATIONS,5
# BO_CANDIDATES,100
# BATCH_SIZE,512
# NUM_FILTERS,32
# KERNEL_SIZE,5
# NUM_UNITS,32
# LEARNING_RATE_MIN,0.0001
# LEARNING_RATE_MAX,0.05
# MANUAL_SEEDS,"[1, 4, 9, 12, 13, 14, 16, 17, 19, 21, 31, 35, 37, 38, 42, 45, 48, 51, 52, 55, 58, 60, 64, 66, 69, 80, 123, 256, 2048, 3651]"
seed,optimizer,best_accuracy,accuracy_std,best_learning_rate,best_final_loss,total_trials
80,AdaGrad,0.7993333333333332,0.02249444375840399,0.019654898451453826,0.6041236817836761,15
80,Adadelta,0.7244999999999999,0.014775166853729796,0.04968029163361706,1.1106113311317232,15
80,AdamW,0.8328333333333333,0.010449614559611485,0.006194403052804433,0.43618504206339515,15
80,Adamax,0.8133333333333332,0.021994948915098164,0.010359494284466845,0.5025989454653529,15
80,ASGD,0.7221666666666666,0.004579543888011369,0.03500037771403174,0.9284848786062665,15
80,NAdam,0.8211666666666666,0.01839308444920415,0.009310144311790017,0.5129878082209163,15
80,RAdam,0.8431666666666666,0.009903703011163726,0.044895259713886804,0.44281716727548176,15
80,Rprop,0.851,0.010005554013202392,0.04985722319463775,0.3172324804796113,15
123,SGD,0.8128333333333333,0.003811532208676412,0.04965235972863011,0.517845931980345,15
123,Adam,0.8330000000000001,0.005174724898753351,0.005958182015855313,0.4555844333436754,15
123,RMSProp,0.7929999999999999,0.015864005379054375,0.0009048474140813398,0.618154850271013,15
123,AdaGrad,0.8031666666666666,0.014137224307165496,0.013581795744773653,0.6132226660847664,15
123,Adadelta,0.7170000000000001,0.006952217871538094,0.0499460284580426,1.1452561186419594,15
123,AdamW,0.8331666666666667,0.0057227615711297935,0.005958182015855313,0.45571124056975043,15
123,Adamax,0.8203333333333334,0.006155395104206446,0.005958182015855313,0.507926844060421,15
123,ASGD,0.717,0.012342339054382395,0.04904013349939231,0.894504651427269,15
123,NAdam,0.8216666666666667,0.006887992773257254,0.009647652463955774,0.5126549899578094,15
123,RAdam,0.843,0.010376254944182256,0.043428904037605055,0.4309728369116783,15
123,Rprop,0.8505,0.009023118455759437,0.0212130123602106,0.3698490932583809,15
256,SGD,0.8036666666666668,0.014098857321704399,0.037546236865709307,0.5639589875936508,15
256,Adam,0.8383333333333334,0.007951240294584385,0.0043037300223080855,0.44372704790698153,15
256,RMSProp,0.7918333333333334,0.008424501304066724,0.0027367248581777652,0.5957832137743633,15
256,AdaGrad,0.7943333333333333,0.01462494064565356,0.020206568454274876,0.6278513471285503,15
256,Adadelta,0.7148333333333334,0.012757350822173087,0.0457077617997756,1.180889669391844,15
256,AdamW,0.8383333333333333,0.007520342781785666,0.0043037300223080855,0.4440600425004959,15
256,Adamax,0.8155,0.008477093317353024,0.0043037300223080855,0.5228440504935052,15
256,ASGD,0.7196666666666667,0.019559027469574147,0.04982736273501392,0.8987502968973583,15
256,NAdam,0.8131666666666667,0.014074208089030529,0.010241668735011606,0.5567794011698829,15
256,RAdam,0.8413333333333334,0.012119772641798568,0.04447260768258434,0.4292218999730216,15
256,Rprop,0.8553333333333333,0.00745355992499928,0.0293474232427833,0.3463474644554986,15
2048,SGD,0.8126666666666666,0.008472176684759209,0.04946092635823967,0.5189819203482734,15
2048,Adam,0.8423333333333334,0.004725815626252599,0.0033379853967559357,0.4534553438425064,15
2048,RMSProp,0.782,0.014134276698076122,0.0008991586226611051,0.626564573082659,15
2048,AdaGrad,0.8026666666666666,0.0074981479194679785,0.016989811427332906,0.5829386678006914,15
2048,Adadelta,0.7230000000000001,0.01533695609376978,0.04946092635823967,1.12046532995171,15
2048,AdamW,0.8436666666666667,0.0066416196150571125,0.0033379853967559357,0.4537070037590133,15
2048,Adamax,0.8133333333333334,0.007071067811865471,0.006926646209949706,0.5128562723596891,15
2048,ASGD,0.7150000000000001,0.008452481555403978,0.02478815357778384,1.053592496448093,15
2048,NAdam,0.8133333333333332,0.01768238294649978,0.016989811427332906,0.5325046794282066,15
2048,RAdam,0.8428333333333334,0.008697062083766501,0.04935770000101425,0.41892660243643653,15
2048,Rprop,0.8496666666666666,0.006806859285554067,0.02243174074508383,0.3604724655548731,15
3651,SGD,0.8109999999999999,0.020642458940521406,0.038286645464235665,0.5275945365428925,15
3651,Adam,0.8343333333333334,0.015336956093769777,0.006109633399305251,0.44571559876203537,15
3651,RMSProp,0.7885,0.021747924549763868,0.0026815699801575285,0.6615811354584163,15
3651,AdaGrad,0.7853333333333333,0.010656244908763856,0.00650315665239224,0.6708136027057966,15
3651,Adadelta,0.7231666666666666,0.0140821005377591,0.0492607347586483,1.1573406722810535,15
3651,AdamW,0.8340000000000001,0.015011106998930282,0.006109633399305251,0.4451900124549866,15
3651,Adamax,0.8216666666666667,0.018101565309847266,0.005706813016256393,0.49979614218076074,15
3651,ASGD,0.7121666666666666,0.011608186766243906,0.02440668447094653,1.0349172436528735,15
3651,NAdam,0.8186666666666667,0.0034318767136623223,0.006299067368459092,0.5247299563553598,15
3651,RAdam,0.8373333333333334,0.00951022841179141,0.04639449542752737,0.4411754003829426,15
3651,Rprop,0.849,0.009826268648655791,0.02739462655349502,0.36876847760544884,15
